Product_ID,Product_Name,Category,Sub_Category,Price,Customer_Age,Customer_Gender,Purchase_History,Review_Rating,Review_Sentiment,Customer_ID
P1594,Foundation,Beauty,Nail Polish,180.16,56,Female,9,5,Neutral,1594
P1595,Perfume,Beauty,Hair Care,129.58,62,Male,2,5,Neutral,1595
P1596,Jacket,Clothing,Sweaters,148.26,38,Female,18,4,Neutral,1596
P1597,Smartwatch,Electronics,Mobile Phones,670.65,65,Male,6,5,Positive,1597
P1598,Lipstick,Beauty,Nail Polish,194.12,45,Female,10,4,Positive,1598
P1599,Pants,Clothing,T-Shirts,109.21,52,Male,9,3,Neutral,1599
P1600,Jeans,Clothing,Jackets,37.11,32,Female,11,3,Negative,1600
P1601,Microwave,Home Appliances,Air Conditioner,731.51,65,Male,6,4,Very Positive,1601
P1602,Shampoo,Beauty,Fragrance,148.04,56,Female,5,5,Positive,1602
P1603,Jacket,Clothing,T-Shirts,136.7,19,Male,28,5,Neutral,1603
P1604,Nail Polish,Beauty,Hair Care,181.55,27,Female,37,4,Neutral,1604
P1605,Bluetooth Speaker,Electronics,Mobile Phones,1297.82,37,Female,18,5,Positive,1605
P1606,Laptop,Electronics,Tablets,739.74,56,Female,17,5,Very Positive,1606
P1607,Sweater,Clothing,Pants,95.91,21,Female,47,5,Neutral,1607
P1608,Shoes,Clothing,Dresses,179.88,65,Male,5,3,Positive,1608
P1609,Shoes,Clothing,Sweaters,183.95,33,Male,22,3,Positive,1609
P1610,Dining Table,Furniture,Cabinet,874.02,35,Male,18,5,Positive,1610
P1611,Skincare Cream,Beauty,Makeup,21.11,22,Female,45,2,Negative,1611
P1612,Cabinet,Furniture,Chair,1301.64,34,Female,14,4,Very Positive,1612
P1613,Nail Polish,Beauty,Nail Polish,20.98,19,Female,24,2,Neutral,1613
P1614,Dress,Clothing,Jackets,153.67,47,Male,18,4,Neutral,1614
P1615,Lipstick,Beauty,Skin Care,117.74,20,Male,26,5,Neutral,1615
P1616,Dishwasher,Home Appliances,Air Conditioner,872.46,30,Female,20,5,Very Positive,1616
P1617,Wireless Mouse,Electronics,Speakers,289.46,26,Male,44,4,Positive,1617
P1618,Laptop,Electronics,Laptops,713.67,50,Female,4,5,Very Positive,1618
P1619,Microwave,Home Appliances,Washing Machine,876.31,27,Male,20,5,Positive,1619
P1620,Tablet,Electronics,Smartwatches,1043.36,49,Female,19,5,Positive,1620
P1621,Soccer Ball,Sports,Football,376.55,38,Male,19,5,Very Positive,1621
P1622,Bluetooth Speaker,Electronics,Headphones,556.09,34,Male,21,5,Positive,1622
P1623,Headphones,Electronics,Speakers,974.23,29,Male,34,5,Very Positive,1623
P1624,Bicycle,Sports,Football,695.04,21,Female,36,5,Very Positive,1624
P1625,Bicycle,Sports,Basketball,68,62,Female,1,3,Positive,1625
P1626,Football,Sports,Yoga Mat,289.53,47,Female,21,5,Positive,1626
P1627,Air Conditioner,Home Appliances,Microwave,837.73,63,Female,10,4,Positive,1627
P1628,Bicycle,Sports,Bicycle,352.49,59,Male,4,5,Very Positive,1628
P1629,Headphones,Electronics,Speakers,379.28,54,Female,9,4,Very Positive,1629
P1630,Bluetooth Speaker,Electronics,Speakers,1083.37,26,Male,41,5,Positive,1630
P1631,Dishwasher,Home Appliances,Refrigerator,417.89,42,Male,25,4,Very Positive,1631
P1632,Foundation,Beauty,Nail Polish,60.29,64,Female,17,3,Positive,1632
P1633,Headphones,Electronics,Laptops,442.43,24,Female,36,4,Very Positive,1633
P1634,Shoes,Clothing,Dresses,28.66,44,Male,24,2,Negative,1634
P1635,Dress,Clothing,T-Shirts,46.05,60,Male,2,1,Negative,1635
P1636,Dining Table,Furniture,Sofa,1073.53,29,Female,34,4,Positive,1636
P1637,Dining Table,Furniture,Sofa,1113.81,34,Male,15,5,Positive,1637
P1638,Couch,Furniture,Cabinet,538.07,48,Female,22,4,Positive,1638
P1639,Jacket,Clothing,Pants,88.6,24,Female,11,4,Neutral,1639
P1640,Dining Table,Furniture,Table,1247.68,40,Female,11,5,Very Positive,1640
P1641,Lipstick,Beauty,Makeup,148.22,18,Male,10,3,Neutral,1641
P1642,Basketball,Sports,Football,651.15,47,Female,21,5,Very Positive,1642
P1643,Shoes,Clothing,Jackets,139.42,30,Male,17,5,Neutral,1643
P1644,Wireless Mouse,Electronics,Speakers,50.04,48,Male,15,3,Positive,1644
P1645,Air Conditioner,Home Appliances,Microwave,318.97,41,Male,11,5,Very Positive,1645
P1646,Dishwasher,Home Appliances,Air Conditioner,101.56,24,Male,30,4,Positive,1646
P1647,Smartphone,Electronics,Tablets,466.33,25,Female,26,4,Positive,1647
P1648,Dining Table,Furniture,Cabinet,1006.57,44,Male,23,5,Positive,1648
P1649,Tablet,Electronics,Headphones,124.46,64,Female,11,4,Neutral,1649
P1650,Dining Table,Furniture,Sofa,478.79,63,Female,4,4,Positive,1650
P1651,Dishwasher,Home Appliances,Refrigerator,964.64,45,Female,19,4,Positive,1651
P1652,Chair,Furniture,Cabinet,1073.69,41,Female,28,4,Very Positive,1652
P1653,Bicycle,Sports,Bicycle,32.65,55,Female,3,1,Negative,1653
P1654,Football,Sports,Football,664.4,58,Male,0,4,Very Positive,1654
P1655,T-Shirt,Clothing,Shoes,132.36,40,Female,16,5,Neutral,1655
P1656,Pants,Clothing,T-Shirts,12.22,54,Female,11,3,Negative,1656
P1657,Shoes,Clothing,Pants,173.73,30,Male,19,3,Positive,1657
P1658,Foundation,Beauty,Nail Polish,168.23,60,Male,12,5,Neutral,1658
P1659,Jacket,Clothing,Pants,102.14,24,Female,46,5,Neutral,1659
P1660,Headphones,Electronics,Tablets,1379.64,49,Female,30,5,Positive,1660
P1661,Soccer Ball,Sports,Tennis Racket,799.62,25,Male,11,4,Very Positive,1661
P1662,Nail Polish,Beauty,Nail Polish,82.7,55,Female,19,5,Positive,1662
P1663,Headphones,Electronics,Speakers,256.49,44,Male,18,5,Positive,1663
P1664,Skincare Cream,Beauty,Hair Care,69.15,60,Female,17,3,Positive,1664
P1665,Jacket,Clothing,Dresses,13.62,21,Female,20,2,Neutral,1665
P1666,Foundation,Beauty,Fragrance,127.68,54,Male,16,4,Neutral,1666
P1667,Wireless Mouse,Electronics,Speakers,948.65,18,Female,41,5,Very Positive,1667
P1668,Refrigerator,Home Appliances,Refrigerator,604.77,58,Male,15,4,Positive,1668
P1669,Perfume,Beauty,Makeup,32.64,25,Male,49,1,Neutral,1669
P1670,Nail Polish,Beauty,Fragrance,22.22,43,Female,16,1,Neutral,1670
P1671,Chair,Furniture,Cabinet,493.87,41,Female,21,5,Positive,1671
P1672,Bookshelf,Furniture,Sofa,816.49,45,Male,11,5,Positive,1672
P1673,Microwave,Home Appliances,Vacuum Cleaner,993.68,23,Male,8,5,Positive,1673
P1674,Dining Table,Furniture,Bookshelf,1137.09,18,Female,9,5,Positive,1674
P1675,Dress,Clothing,Pants,70.42,36,Male,10,5,Positive,1675
P1676,Couch,Furniture,Chair,623.16,40,Female,24,5,Positive,1676
P1677,Microwave,Home Appliances,Vacuum Cleaner,768.55,36,Male,27,5,Positive,1677
P1678,Wireless Mouse,Electronics,Mobile Phones,162.66,63,Male,16,4,Neutral,1678
P1679,Pants,Clothing,Jackets,42.56,50,Female,6,3,Negative,1679
P1680,Wireless Mouse,Electronics,Laptops,69.54,38,Female,25,5,Positive,1680
P1681,Headphones,Electronics,Speakers,1152.71,51,Female,0,5,Positive,1681
P1682,Chair,Furniture,Bookshelf,893.81,52,Female,5,4,Very Positive,1682
P1683,Foundation,Beauty,Hair Care,115.28,64,Male,5,4,Neutral,1683
P1684,Nail Polish,Beauty,Nail Polish,55.01,52,Male,10,4,Neutral,1684
P1685,Nail Polish,Beauty,Nail Polish,31.44,31,Male,23,2,Negative,1685
P1686,Perfume,Beauty,Fragrance,9.36,31,Female,14,2,Neutral,1686
P1687,Shampoo,Beauty,Makeup,141.25,45,Female,13,5,Positive,1687
P1688,Washing Machine,Home Appliances,Washing Machine,547,45,Male,26,4,Positive,1688
P1689,Air Conditioner,Home Appliances,Air Conditioner,126.27,29,Female,6,5,Positive,1689
P1690,Smartphone,Electronics,Speakers,1073.31,48,Female,16,4,Very Positive,1690
P1691,Pants,Clothing,Pants,168.39,64,Female,10,3,Positive,1691
P1692,Sofa,Furniture,Table,500.75,30,Male,27,5,Positive,1692
P1693,Jacket,Clothing,Pants,82.46,42,Male,22,3,Positive,1693
P1694,Wireless Mouse,Electronics,Tablets,362.89,54,Female,4,4,Positive,1694
P1695,Cabinet,Furniture,Sofa,916.53,49,Female,18,5,Positive,1695
P1696,Sweater,Clothing,Pants,110.52,27,Male,25,3,Neutral,1696
P1697,Headphones,Electronics,Smartwatches,802.66,62,Male,18,5,Very Positive,1697
P1698,Laptop,Electronics,Speakers,551.38,27,Male,15,5,Very Positive,1698
P1699,Sofa,Furniture,Sofa,1194.94,52,Female,19,4,Very Positive,1699
P1700,Skincare Cream,Beauty,Hair Care,87.21,61,Female,15,4,Neutral,1700
P1701,Shampoo,Beauty,Makeup,30.22,38,Male,22,1,Neutral,1701
P1702,Basketball,Sports,Yoga Mat,44.34,29,Male,7,3,Negative,1702
P1703,Football,Sports,Tennis Racket,56.35,59,Male,2,5,Positive,1703
P1704,Football,Sports,Bicycle,780.06,51,Male,1,4,Positive,1704
P1705,Basketball,Sports,Yoga Mat,206.46,25,Female,15,5,Positive,1705
P1706,Sweater,Clothing,Pants,51.19,34,Female,19,5,Positive,1706
P1707,Shoes,Clothing,Sweaters,125.4,43,Female,17,4,Positive,1707
P1708,Microwave,Home Appliances,Air Conditioner,568.28,63,Female,2,4,Very Positive,1708
P1709,Dining Table,Furniture,Chair,1413.58,46,Male,22,4,Very Positive,1709
P1710,Foundation,Beauty,Makeup,98.99,64,Male,16,5,Positive,1710
P1711,Skincare Cream,Beauty,Fragrance,175.47,61,Female,4,4,Positive,1711
P1712,T-Shirt,Clothing,Jackets,85.7,47,Male,23,3,Positive,1712
P1713,Tennis Racket,Sports,Yoga Mat,684.18,38,Male,29,5,Positive,1713
P1714,Sofa,Furniture,Bookshelf,915.06,35,Male,23,4,Positive,1714
P1715,Sweater,Clothing,Pants,145.74,46,Female,18,5,Neutral,1715
P1716,Headphones,Electronics,Tablets,1355.34,58,Male,9,5,Positive,1716
P1717,Tablet,Electronics,Mobile Phones,564.97,32,Female,16,4,Very Positive,1717
P1718,Jacket,Clothing,T-Shirts,78.59,64,Male,17,5,Positive,1718
P1719,Vacuum Cleaner,Home Appliances,Washing Machine,934.8,47,Male,14,5,Very Positive,1719
P1720,Bookshelf,Furniture,Sofa,1114.54,32,Male,30,4,Positive,1720
P1721,Yoga Mat,Sports,Yoga Mat,253.45,35,Male,17,4,Positive,1721
P1722,Football,Sports,Tennis Racket,334.09,20,Female,35,5,Very Positive,1722
P1723,Laptop,Electronics,Headphones,1137.9,44,Female,26,5,Very Positive,1723
P1724,Bluetooth Speaker,Electronics,Laptops,316.98,54,Male,16,4,Very Positive,1724
P1725,Wireless Mouse,Electronics,Mobile Phones,1223.97,27,Female,38,5,Very Positive,1725
P1726,Microwave,Home Appliances,Washing Machine,420.92,63,Female,2,4,Positive,1726
P1727,Couch,Furniture,Bookshelf,846,47,Female,27,5,Positive,1727
P1728,Couch,Furniture,Chair,866.08,58,Female,9,4,Positive,1728
P1729,Bluetooth Speaker,Electronics,Tablets,525.74,22,Female,13,5,Positive,1729
P1730,Laptop,Electronics,Headphones,389.95,20,Male,35,5,Very Positive,1730
P1731,Tennis Racket,Sports,Basketball,693.23,37,Male,16,4,Positive,1731
P1732,Tennis Racket,Sports,Bicycle,75.61,35,Male,23,4,Neutral,1732
P1733,Sofa,Furniture,Bookshelf,887.09,62,Female,4,5,Positive,1733
P1734,Perfume,Beauty,Skin Care,87.69,45,Male,10,3,Neutral,1734
P1735,Cabinet,Furniture,Table,648.54,60,Female,12,4,Very Positive,1735
P1736,Dining Table,Furniture,Bookshelf,713.42,64,Male,18,5,Very Positive,1736
P1737,Foundation,Beauty,Fragrance,14.33,48,Female,28,1,Negative,1737
P1738,Skincare Cream,Beauty,Fragrance,53.55,45,Male,27,4,Positive,1738
P1739,Cabinet,Furniture,Sofa,358.96,46,Female,12,4,Very Positive,1739
P1740,Shampoo,Beauty,Skin Care,194.84,63,Male,7,4,Neutral,1740
P1741,Wireless Mouse,Electronics,Smartwatches,91.26,38,Male,13,4,Positive,1741
P1742,Chair,Furniture,Chair,1162.24,41,Female,24,5,Positive,1742
P1743,Chair,Furniture,Table,620.5,60,Female,18,5,Positive,1743
P1744,Lipstick,Beauty,Hair Care,63.11,62,Male,6,3,Neutral,1744
P1745,Couch,Furniture,Table,420.87,51,Male,3,4,Very Positive,1745
P1746,T-Shirt,Clothing,Dresses,191.97,54,Female,18,5,Neutral,1746
P1747,Shoes,Clothing,Shoes,157.66,41,Male,13,4,Positive,1747
P1748,Pants,Clothing,Pants,109.71,49,Female,27,5,Neutral,1748
P1749,Dress,Clothing,Dresses,134.53,65,Male,7,3,Positive,1749
P1750,Microwave,Home Appliances,Washing Machine,346.23,39,Male,24,4,Very Positive,1750
P1751,Dishwasher,Home Appliances,Air Conditioner,801.91,34,Male,15,5,Positive,1751
P1752,Air Conditioner,Home Appliances,Refrigerator,517.51,25,Female,29,4,Very Positive,1752
P1753,Basketball,Sports,Yoga Mat,35.57,43,Female,18,2,Negative,1753
P1754,Nail Polish,Beauty,Fragrance,126.31,53,Male,17,4,Positive,1754
P1755,Washing Machine,Home Appliances,Microwave,583.96,30,Female,30,4,Positive,1755
P1756,Perfume,Beauty,Hair Care,135.33,35,Female,22,3,Neutral,1756
P1757,Bluetooth Speaker,Electronics,Speakers,219.44,36,Male,24,5,Very Positive,1757
P1758,Jacket,Clothing,Sweaters,62.08,53,Female,14,3,Positive,1758
P1759,Jacket,Clothing,Dresses,108.25,33,Female,26,3,Positive,1759
P1760,Shampoo,Beauty,Nail Polish,88.82,65,Male,13,5,Positive,1760
P1761,Jacket,Clothing,Dresses,108.35,18,Male,6,3,Positive,1761
P1762,Nail Polish,Beauty,Fragrance,10.35,54,Male,15,1,Neutral,1762
P1763,Tablet,Electronics,Tablets,1311.06,53,Female,17,5,Very Positive,1763
P1764,Perfume,Beauty,Fragrance,96.06,21,Female,32,5,Positive,1764
P1765,Microwave,Home Appliances,Microwave,752.99,47,Female,25,5,Very Positive,1765
P1766,Wireless Mouse,Electronics,Smartwatches,364.77,58,Female,14,4,Positive,1766
P1767,Smartwatch,Electronics,Headphones,339.87,41,Male,30,5,Very Positive,1767
P1768,Sofa,Furniture,Bookshelf,435.21,23,Female,34,4,Very Positive,1768
P1769,Cabinet,Furniture,Sofa,955.53,60,Male,12,4,Positive,1769
P1770,Smartwatch,Electronics,Speakers,731.69,56,Female,20,4,Very Positive,1770
P1771,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,934.18,65,Male,19,5,Very Positive,1771
P1772,Shoes,Clothing,T-Shirts,149.76,60,Female,13,3,Positive,1772
P1773,Refrigerator,Home Appliances,Microwave,631.89,53,Female,18,4,Very Positive,1773
P1774,Tablet,Electronics,Mobile Phones,440.2,26,Male,9,5,Positive,1774
P1775,Bicycle,Sports,Bicycle,670.37,29,Male,15,5,Positive,1775
P1776,Microwave,Home Appliances,Washing Machine,705.83,58,Female,3,5,Very Positive,1776
P1777,Dishwasher,Home Appliances,Washing Machine,270.72,24,Male,36,4,Positive,1777
P1778,Yoga Mat,Sports,Football,657.23,62,Female,4,4,Positive,1778
P1779,Skincare Cream,Beauty,Fragrance,173.9,63,Male,9,5,Positive,1779
P1780,Football,Sports,Basketball,104.48,29,Male,48,5,Positive,1780
P1781,Pants,Clothing,Dresses,165.8,41,Male,25,3,Neutral,1781
P1782,Shoes,Clothing,Dresses,150.73,52,Female,16,5,Neutral,1782
P1783,Microwave,Home Appliances,Washing Machine,397.48,35,Male,12,5,Very Positive,1783
P1784,Basketball,Sports,Tennis Racket,100.02,39,Female,30,3,Positive,1784
P1785,Jeans,Clothing,Sweaters,115.89,50,Male,12,5,Positive,1785
P1786,Basketball,Sports,Yoga Mat,627.57,30,Female,12,5,Positive,1786
P1787,Microwave,Home Appliances,Washing Machine,952.93,49,Female,23,5,Positive,1787
P1788,Microwave,Home Appliances,Washing Machine,634.32,22,Male,20,4,Positive,1788
P1789,Microwave,Home Appliances,Vacuum Cleaner,831.7,45,Female,19,4,Positive,1789
P1790,Soccer Ball,Sports,Basketball,297.67,53,Female,2,5,Positive,1790
P1791,Sofa,Furniture,Bookshelf,308.63,50,Male,20,5,Positive,1791
P1792,Foundation,Beauty,Makeup,142.1,24,Male,22,5,Positive,1792
P1793,Tablet,Electronics,Smartwatches,930.26,31,Male,17,4,Positive,1793
P1794,Laptop,Electronics,Laptops,776.64,56,Female,15,5,Very Positive,1794
P1795,Football,Sports,Football,524.85,28,Male,32,4,Very Positive,1795
P1796,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,257.25,20,Female,43,5,Very Positive,1796
P1797,Refrigerator,Home Appliances,Refrigerator,131.63,47,Female,15,5,Neutral,1797
P1798,Dress,Clothing,Dresses,23.77,40,Female,16,3,Negative,1798
P1799,Jacket,Clothing,Pants,160.17,49,Female,11,3,Neutral,1799
P1800,Nail Polish,Beauty,Skin Care,199.51,50,Male,17,5,Positive,1800
P1801,Sofa,Furniture,Table,1206.96,36,Male,11,5,Positive,1801
P1802,Refrigerator,Home Appliances,Washing Machine,881.37,58,Female,6,5,Positive,1802
P1803,Nail Polish,Beauty,Makeup,63.79,39,Female,22,3,Positive,1803
P1804,Couch,Furniture,Chair,1297.48,59,Female,6,5,Positive,1804
P1805,T-Shirt,Clothing,Pants,184.96,30,Male,15,5,Neutral,1805
P1806,Perfume,Beauty,Makeup,109.64,24,Female,22,4,Positive,1806
P1807,Nail Polish,Beauty,Makeup,92.62,20,Female,12,3,Neutral,1807
P1808,Shampoo,Beauty,Fragrance,172.58,30,Male,11,4,Positive,1808
P1809,Football,Sports,Basketball,543.54,21,Male,38,5,Very Positive,1809
P1810,Dining Table,Furniture,Cabinet,106.29,63,Male,19,5,Positive,1810
P1811,Perfume,Beauty,Fragrance,55.5,30,Male,29,4,Neutral,1811
P1812,Shoes,Clothing,Sweaters,113.49,29,Male,41,5,Neutral,1812
P1813,Shoes,Clothing,Dresses,183.37,59,Male,17,4,Positive,1813
P1814,Refrigerator,Home Appliances,Air Conditioner,449.32,50,Female,17,5,Positive,1814
P1815,Jeans,Clothing,Pants,49.74,40,Female,29,1,Neutral,1815
P1816,Bluetooth Speaker,Electronics,Smartwatches,222.14,26,Female,10,4,Very Positive,1816
P1817,Tablet,Electronics,Smartwatches,1416.88,59,Male,19,4,Very Positive,1817
P1818,Smartwatch,Electronics,Tablets,265.75,63,Female,19,5,Positive,1818
P1819,Skincare Cream,Beauty,Nail Polish,57.66,52,Male,1,3,Neutral,1819
P1820,Air Conditioner,Home Appliances,Vacuum Cleaner,478.62,46,Male,30,4,Positive,1820
P1821,Football,Sports,Football,305.41,21,Female,46,4,Very Positive,1821
P1822,Dress,Clothing,Shoes,79.4,27,Male,31,4,Neutral,1822
P1823,Laptop,Electronics,Smartwatches,447.29,27,Female,10,5,Very Positive,1823
P1824,Cabinet,Furniture,Bookshelf,238.64,57,Female,1,4,Very Positive,1824
P1825,Couch,Furniture,Bookshelf,493.6,36,Female,16,5,Very Positive,1825
P1826,Bluetooth Speaker,Electronics,Headphones,952.69,33,Female,23,5,Very Positive,1826
P1827,Tablet,Electronics,Tablets,142.78,35,Female,21,3,Positive,1827
P1828,Sweater,Clothing,Shoes,130.59,43,Male,28,5,Positive,1828
P1829,Football,Sports,Football,386.64,53,Male,17,5,Very Positive,1829
P1830,Cabinet,Furniture,Table,1460.8,52,Female,17,5,Positive,1830
P1831,Bookshelf,Furniture,Chair,291.32,28,Male,18,5,Positive,1831
P1832,Couch,Furniture,Chair,477.84,39,Male,20,5,Positive,1832
P1833,Jeans,Clothing,T-Shirts,108.65,27,Male,50,3,Positive,1833
P1834,Perfume,Beauty,Skin Care,180.81,42,Male,29,5,Neutral,1834
P1835,Laptop,Electronics,Tablets,1171.75,20,Female,43,4,Positive,1835
P1836,Basketball,Sports,Bicycle,756.14,56,Female,5,5,Very Positive,1836
P1837,Smartwatch,Electronics,Tablets,1386.96,36,Female,28,4,Positive,1837
P1838,Sofa,Furniture,Table,1470.73,56,Female,8,4,Positive,1838
P1839,Dining Table,Furniture,Table,328.86,55,Female,0,5,Very Positive,1839
P1840,Dining Table,Furniture,Sofa,542.56,27,Female,26,4,Positive,1840
P1841,Perfume,Beauty,Nail Polish,146.09,50,Male,20,3,Neutral,1841
P1842,Foundation,Beauty,Fragrance,26.99,51,Female,3,1,Negative,1842
P1843,Dining Table,Furniture,Chair,947.6,50,Male,14,4,Very Positive,1843
P1844,Foundation,Beauty,Nail Polish,185.29,23,Male,48,4,Positive,1844
P1845,Washing Machine,Home Appliances,Air Conditioner,654.8,47,Female,19,4,Very Positive,1845
P1846,Football,Sports,Basketball,15.32,38,Male,26,2,Negative,1846
P1847,Sofa,Furniture,Chair,1458.25,57,Male,13,5,Very Positive,1847
P1848,Yoga Mat,Sports,Basketball,48.82,57,Male,20,3,Negative,1848
P1849,Dining Table,Furniture,Cabinet,613.68,23,Female,12,5,Positive,1849
P1850,Vacuum Cleaner,Home Appliances,Air Conditioner,227.62,49,Female,15,4,Very Positive,1850
P1851,Washing Machine,Home Appliances,Refrigerator,136.98,63,Female,4,5,Neutral,1851
P1852,Dining Table,Furniture,Sofa,1271.01,54,Female,2,4,Very Positive,1852
P1853,Microwave,Home Appliances,Vacuum Cleaner,79.65,62,Male,13,5,Neutral,1853
P1854,Jeans,Clothing,Sweaters,163.63,20,Female,34,4,Neutral,1854
P1855,Bluetooth Speaker,Electronics,Headphones,874.01,58,Male,2,4,Very Positive,1855
P1856,Bicycle,Sports,Basketball,325.95,24,Male,15,5,Positive,1856
P1857,Jacket,Clothing,Pants,31.19,61,Male,6,1,Neutral,1857
P1858,Shoes,Clothing,T-Shirts,21.14,18,Male,41,1,Negative,1858
P1859,Foundation,Beauty,Nail Polish,125.81,58,Male,19,3,Positive,1859
P1860,Tablet,Electronics,Laptops,797.59,40,Female,21,4,Positive,1860
P1861,Washing Machine,Home Appliances,Refrigerator,227.89,21,Male,27,5,Positive,1861
P1862,Lipstick,Beauty,Fragrance,24.74,24,Female,48,1,Neutral,1862
P1863,Skincare Cream,Beauty,Hair Care,45.91,52,Male,10,3,Negative,1863
P1864,Yoga Mat,Sports,Tennis Racket,610.54,27,Male,6,5,Very Positive,1864
P1865,Vacuum Cleaner,Home Appliances,Microwave,99.95,54,Male,2,4,Neutral,1865
P1866,Chair,Furniture,Chair,306.97,26,Male,10,5,Positive,1866
P1867,Microwave,Home Appliances,Vacuum Cleaner,435.95,48,Female,28,4,Very Positive,1867
P1868,Jeans,Clothing,Pants,66.97,25,Female,42,4,Positive,1868
P1869,Bicycle,Sports,Yoga Mat,21.58,48,Female,20,3,Neutral,1869
P1870,Skincare Cream,Beauty,Skin Care,155.89,21,Male,10,4,Positive,1870
P1871,Headphones,Electronics,Tablets,1021.39,45,Male,27,5,Positive,1871
P1872,Basketball,Sports,Basketball,226.03,29,Female,36,5,Very Positive,1872
P1873,Soccer Ball,Sports,Yoga Mat,286.38,65,Female,13,4,Positive,1873
P1874,Bicycle,Sports,Bicycle,308.76,48,Male,12,5,Very Positive,1874
P1875,Wireless Mouse,Electronics,Mobile Phones,662.65,41,Male,30,4,Positive,1875
P1876,Chair,Furniture,Cabinet,833.05,34,Male,29,4,Very Positive,1876
P1877,Dining Table,Furniture,Chair,335.84,21,Male,34,5,Positive,1877
P1878,Couch,Furniture,Table,1345.22,56,Male,1,4,Positive,1878
P1879,Smartwatch,Electronics,Laptops,492.03,22,Male,7,5,Very Positive,1879
P1880,Tablet,Electronics,Smartwatches,1307.19,58,Male,15,5,Very Positive,1880
P1881,Air Conditioner,Home Appliances,Vacuum Cleaner,563.58,47,Female,10,5,Positive,1881
P1882,Washing Machine,Home Appliances,Microwave,378.37,37,Male,11,5,Positive,1882
P1883,Washing Machine,Home Appliances,Washing Machine,915.57,18,Male,5,5,Positive,1883
P1884,Skincare Cream,Beauty,Fragrance,69.21,29,Male,35,4,Positive,1884
P1885,Football,Sports,Basketball,414.14,62,Male,6,5,Very Positive,1885
P1886,Bicycle,Sports,Bicycle,213.65,42,Male,10,4,Very Positive,1886
P1887,Cabinet,Furniture,Table,1103.82,24,Male,40,4,Very Positive,1887
P1888,Smartwatch,Electronics,Tablets,1072.38,52,Male,6,4,Very Positive,1888
P1889,Cabinet,Furniture,Table,1084.41,43,Male,23,4,Very Positive,1889
P1890,Yoga Mat,Sports,Bicycle,255.04,61,Female,5,5,Very Positive,1890
P1891,Soccer Ball,Sports,Tennis Racket,706.59,20,Female,43,4,Very Positive,1891
P1892,Cabinet,Furniture,Bookshelf,1198.82,45,Female,19,5,Very Positive,1892
P1893,Washing Machine,Home Appliances,Air Conditioner,739.29,40,Female,13,4,Very Positive,1893
P1894,Tennis Racket,Sports,Tennis Racket,770.58,33,Male,17,5,Positive,1894
P1895,Basketball,Sports,Football,514.73,25,Male,31,5,Very Positive,1895
P1896,Dining Table,Furniture,Cabinet,585.38,36,Female,26,4,Positive,1896
P1897,Skincare Cream,Beauty,Skin Care,40.18,24,Male,43,1,Neutral,1897
P1898,Air Conditioner,Home Appliances,Air Conditioner,328.95,38,Male,17,4,Positive,1898
P1899,Sofa,Furniture,Table,500.8,58,Female,13,5,Very Positive,1899
P1900,Dishwasher,Home Appliances,Air Conditioner,442.37,20,Male,50,5,Positive,1900
P1901,Chair,Furniture,Cabinet,1318.93,18,Female,32,4,Positive,1901
P1902,Couch,Furniture,Cabinet,143.29,21,Female,24,4,Positive,1902
P1903,Smartwatch,Electronics,Speakers,1080.03,58,Male,15,4,Positive,1903
P1904,Bicycle,Sports,Tennis Racket,366.95,23,Male,20,5,Very Positive,1904
P1905,Bicycle,Sports,Football,605.65,45,Female,24,4,Very Positive,1905
P1906,Cabinet,Furniture,Bookshelf,229.68,46,Female,13,5,Very Positive,1906
P1907,Washing Machine,Home Appliances,Washing Machine,849.79,35,Male,23,5,Positive,1907
P1908,Wireless Mouse,Electronics,Mobile Phones,725.89,38,Male,26,4,Positive,1908
P1909,Sofa,Furniture,Cabinet,653.29,49,Female,17,4,Positive,1909
P1910,Refrigerator,Home Appliances,Refrigerator,175.52,48,Female,19,4,Positive,1910
P1911,Perfume,Beauty,Nail Polish,154.76,52,Female,20,4,Positive,1911
P1912,Washing Machine,Home Appliances,Washing Machine,727.64,50,Male,1,4,Positive,1912
P1913,Bookshelf,Furniture,Cabinet,581.12,45,Female,10,4,Very Positive,1913
P1914,T-Shirt,Clothing,Sweaters,161.82,33,Male,18,5,Positive,1914
P1915,Shoes,Clothing,Pants,137.34,49,Female,20,4,Positive,1915
P1916,Nail Polish,Beauty,Fragrance,100.62,22,Male,42,4,Positive,1916
P1917,Headphones,Electronics,Mobile Phones,208.93,24,Male,14,4,Very Positive,1917
P1918,Tennis Racket,Sports,Football,153.3,32,Female,21,3,Positive,1918
P1919,Shampoo,Beauty,Hair Care,54.71,42,Female,23,3,Positive,1919
P1920,Air Conditioner,Home Appliances,Refrigerator,866.2,51,Male,19,5,Positive,1920
P1921,Foundation,Beauty,Hair Care,174.98,51,Male,18,5,Positive,1921
P1922,Jacket,Clothing,Jackets,33.58,21,Male,16,1,Negative,1922
P1923,Chair,Furniture,Sofa,542.15,29,Male,49,4,Positive,1923
P1924,Vacuum Cleaner,Home Appliances,Air Conditioner,244.08,42,Female,10,5,Positive,1924
P1925,Nail Polish,Beauty,Makeup,102.27,27,Female,12,4,Neutral,1925
